"No.","Time","Source","Signal strength (dBm)","Sequence number","SSID","Supported Rates","Extended Supported Rates","HT Capabilities Info","A-MPDU Parameters","HT Extended Capabilities","Tag Number","Transmit Beam Forming (TxBF) Capabilities (VS)","Channel","UUID Enrollee","Primary Device Type","Model Name","Model Number","Device Name","Vendor Extension","Vendor ID","OUI"
"1859487","2017-07-12 13:27:56.443188089","c0:ee:fb:5e:49:36","-50","3559","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1859488","2017-07-12 13:27:56.444154089","c0:ee:fb:5e:49:36","-50","3560","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1859491","2017-07-12 13:27:56.456749044","c0:ee:fb:5e:49:36","-50","3561","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1859493","2017-07-12 13:27:56.467494244","c0:ee:fb:5e:49:36","-52","3562","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1859499","2017-07-12 13:27:56.493248007","c0:ee:fb:5e:49:36","-52","3563","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1859500","2017-07-12 13:27:56.493878321","c0:ee:fb:5e:49:36","-52","3564","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1892280","2017-07-12 13:28:17.248105423","c0:ee:fb:5e:49:36","-54","3593","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1892283","2017-07-12 13:28:17.251567053","c0:ee:fb:5e:49:36","-52","3594","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1892288","2017-07-12 13:28:17.263285115","c0:ee:fb:5e:49:36","-55","3595","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1892290","2017-07-12 13:28:17.271886144","c0:ee:fb:5e:49:36","-54","3596","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1892319","2017-07-12 13:28:17.296960997","c0:ee:fb:5e:49:36","-57","3597","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1892321","2017-07-12 13:28:17.298780992","c0:ee:fb:5e:49:36","-56","3598","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1923182","2017-07-12 13:28:37.298444521","c0:ee:fb:5e:49:36","-44","3623","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1923183","2017-07-12 13:28:37.307286095","c0:ee:fb:5e:49:36","-45","3624","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1923189","2017-07-12 13:28:37.317187411","c0:ee:fb:5e:49:36","-45","3625","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1923202","2017-07-12 13:28:37.326988927","c0:ee:fb:5e:49:36","-46","3626","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1923229","2017-07-12 13:28:37.355336486","c0:ee:fb:5e:49:36","-48","3627","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1923230","2017-07-12 13:28:37.357063813","c0:ee:fb:5e:49:36","-47","3628","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1923240","2017-07-12 13:28:37.377173528","c0:ee:fb:5e:49:36","-50","3630","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"2108740","2017-07-12 13:30:30.473661360","f8:a9:d0:0d:f5:8b","-55","474","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2108750","2017-07-12 13:30:30.489646263","f8:a9:d0:0d:f5:8b","-57","475","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2108751","2017-07-12 13:30:30.506107012","f8:a9:d0:0d:f5:8b","-59","476","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2108765","2017-07-12 13:30:30.521149597","f8:a9:d0:0d:f5:8b","-58","477","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2111853","2017-07-12 13:30:33.142902106","f8:a9:d0:0d:f5:8b","-53","508","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2111881","2017-07-12 13:30:33.163906520","f8:a9:d0:0d:f5:8b","-51","509","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2115772","2017-07-12 13:30:36.282223548","f8:a9:d0:0d:f5:8b","-47","516","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2115799","2017-07-12 13:30:36.297822499","f8:a9:d0:0d:f5:8b","-47","517","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2115807","2017-07-12 13:30:36.314350833","f8:a9:d0:0d:f5:8b","-48","518","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2115842","2017-07-12 13:30:36.329529623","f8:a9:d0:0d:f5:8b","-47","519","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2115880","2017-07-12 13:30:36.346550170","f8:a9:d0:0d:f5:8b","-52","520","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2115893","2017-07-12 13:30:36.362076919","f8:a9:d0:0d:f5:8b","-54","521","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2118148","2017-07-12 13:30:37.884239003","6c:8d:c1:26:3e:80","-59","1451","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","00-17-f2,00-50-f2,00-10-18"
"2119099","2017-07-12 13:30:38.463011026","6c:8d:c1:26:3e:80","-56","1457","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","00-17-f2,00-50-f2,00-10-18"
"2239031","2017-07-12 13:31:53.524536189","10:f9:6f:9a:62:a7","-56","2074","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x100c","0x19","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),DS Parameter set,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2249920","2017-07-12 13:32:01.039600627","10:f9:6f:9a:62:a7","-58","2193","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x100c","0x19","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),DS Parameter set,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2250057","2017-07-12 13:32:01.113761703","10:f9:6f:9a:62:a7","-52","2197","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x100c","0x19","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),DS Parameter set,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2250147","2017-07-12 13:32:01.216374671","10:f9:6f:9a:62:a7","-53","2202","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x100c","0x19","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),DS Parameter set,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2269002","2017-07-12 13:32:14.067461582","10:f9:6f:9a:62:a7","-58","2265","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x100c","0x19","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2269059","2017-07-12 13:32:14.090168471","10:f9:6f:9a:62:a7","-58","2266","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x100c","0x19","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2374810","2017-07-12 13:33:10.537022358","ac:5f:3e:b9:cf:2e","-59","265","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x1163","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"2377193","2017-07-12 13:33:12.085108021","84:38:38:91:81:9c","-56","3302","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"2377206","2017-07-12 13:33:12.109684810","84:38:38:91:81:9c","-50","3303","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"2383149","2017-07-12 13:33:14.989698319","10:f9:6f:9a:62:a7","-59","2366","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x100c","0x19","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2435059","2017-07-12 13:33:42.145646074","c0:bd:d1:ac:1d:67","-57","1769","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"2435082","2017-07-12 13:33:42.165610429","c0:bd:d1:ac:1d:67","-57","1770","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"2476504","2017-07-12 13:34:01.982162154","70:28:8b:5c:b6:88","-54","69","9476hh12#a","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-50-f2,00-10-18"
"2476505","2017-07-12 13:34:01.983300535","70:28:8b:5c:b6:88","-54","70","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-50-f2,00-10-18"
"2476549","2017-07-12 13:34:02.018124497","70:28:8b:5c:b6:88","-52","71","9476hh12#a","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-50-f2,00-10-18"
"2476555","2017-07-12 13:34:02.024461673","70:28:8b:5c:b6:88","-53","72","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-50-f2,00-10-18"
"2476600","2017-07-12 13:34:02.059814033","70:28:8b:5c:b6:88","-59","73","9476hh12#a","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-50-f2,00-10-18"
"2476650","2017-07-12 13:34:02.100249772","70:28:8b:5c:b6:88","-57","75","9476hh12#a","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-50-f2,00-10-18"
"2476651","2017-07-12 13:34:02.101397254","70:28:8b:5c:b6:88","-58","76","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-50-f2,00-10-18"
"2550328","2017-07-12 13:34:43.027621724","68:64:4b:83:f7:73","-54","3","FASTWEB-1-001D8B48980C","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2550340","2017-07-12 13:34:43.032995850","68:64:4b:83:f7:73","-57","4","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2551377","2017-07-12 13:34:43.639587898","68:64:4b:83:f7:73","-57","1","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2553289","2017-07-12 13:34:44.739791047","68:64:4b:83:f7:73","-43","6","FASTWEB-1-001D8B48980C","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2553290","2017-07-12 13:34:44.741266260","68:64:4b:83:f7:73","-42","7","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2553450","2017-07-12 13:34:44.867030150","68:64:4b:83:f7:73","-41","8","FASTWEB-1-001D8B48980C","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2553451","2017-07-12 13:34:44.868508342","68:64:4b:83:f7:73","-42","9","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2553857","2017-07-12 13:34:45.271978087","68:64:4b:83:f7:73","-46","10","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2553871","2017-07-12 13:34:45.296212452","68:64:4b:83:f7:73","-47","11","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2553896","2017-07-12 13:34:45.323914953","68:64:4b:83:f7:73","-46","12","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2553926","2017-07-12 13:34:45.354967366","68:64:4b:83:f7:73","-48","13","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2553951","2017-07-12 13:34:45.385923295","68:64:4b:83:f7:73","-44","14","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2553974","2017-07-12 13:34:45.416266240","68:64:4b:83:f7:73","-41","15","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2553998","2017-07-12 13:34:45.446490379","68:64:4b:83:f7:73","-40","16","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2554014","2017-07-12 13:34:45.478943379","68:64:4b:83:f7:73","-40","17","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2554022","2017-07-12 13:34:45.507436770","68:64:4b:83:f7:73","-39","18","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2554052","2017-07-12 13:34:45.537169654","68:64:4b:83:f7:73","-38","19","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2554067","2017-07-12 13:34:45.567382972","68:64:4b:83:f7:73","-37","20","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
