"No.","Time","Source","Signal strength (dBm)","Sequence number","SSID","Supported Rates","Extended Supported Rates","HT Capabilities Info","A-MPDU Parameters","HT Extended Capabilities","Tag Number","Transmit Beam Forming (TxBF) Capabilities (VS)","Channel","UUID Enrollee","Primary Device Type","Model Name","Model Number","Device Name","Vendor Extension","Vendor ID","OUI"
"2554070","2017-07-12 13:34:45.599096756","68:64:4b:83:f7:73","-41","21","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2554096","2017-07-12 13:34:45.638969475","68:64:4b:83:f7:73","-38","22","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2554120","2017-07-12 13:34:45.659665063","68:64:4b:83:f7:73","-38","23","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2554139","2017-07-12 13:34:45.688581953","68:64:4b:83:f7:73","-40","24","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2554169","2017-07-12 13:34:45.718683938","68:64:4b:83:f7:73","-40","25","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2554178","2017-07-12 13:34:45.750933699","68:64:4b:83:f7:73","-40","26","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2554205","2017-07-12 13:34:45.779793700","68:64:4b:83:f7:73","-41","27","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2554250","2017-07-12 13:34:45.810395151","68:64:4b:83:f7:73","-40","28","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2554257","2017-07-12 13:34:45.841507907","68:64:4b:83:f7:73","-40","29","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2554260","2017-07-12 13:34:45.871409818","68:64:4b:83:f7:73","-40","30","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2562146","2017-07-12 13:34:51.741282818","68:64:4b:83:f7:73","-58","36","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-17-f2,00-10-18,00-90-4c,00-50-f2"
"2613734","2017-07-12 13:35:22.315848561","c0:ee:fb:33:aa:f9","-58","874","eduroam","1,2,5.5,11,6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates","","1","","","","","","","",""
"2613737","2017-07-12 13:35:22.318346666","c0:ee:fb:33:aa:f9","-59","875","eduroam","1,2,5.5,11,6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates","","1","","","","","","","",""
"2639512","2017-07-12 13:35:40.291978270","a0:39:f7:79:24:62","-55","699","eduroam","1,2,5.5,11,6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates","","1","","","","","","","",""
"2639530","2017-07-12 13:35:40.309354982","a0:39:f7:79:24:62","-59","700","eduroam","1,2,5.5,11,6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates","","1","","","","","","","",""
"2688388","2017-07-12 13:36:17.724604349","f8:a9:d0:0d:f5:8b","-55","551","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2688392","2017-07-12 13:36:17.742453817","f8:a9:d0:0d:f5:8b","-57","552","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2688406","2017-07-12 13:36:17.759028559","f8:a9:d0:0d:f5:8b","-53","553","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2688418","2017-07-12 13:36:17.774442930","f8:a9:d0:0d:f5:8b","-53","554","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2691614","2017-07-12 13:36:20.488478786","f8:a9:d0:0d:f5:8b","-52","586","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2691616","2017-07-12 13:36:20.503492521","f8:a9:d0:0d:f5:8b","-53","587","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2691627","2017-07-12 13:36:20.520344233","f8:a9:d0:0d:f5:8b","-54","588","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2691640","2017-07-12 13:36:20.535855184","f8:a9:d0:0d:f5:8b","-53","589","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"2859342","2017-07-12 13:38:10.822547316","40:f3:08:3a:f3:c1","-50","567","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c,00-90-4c,00-50-f2"
"2859393","2017-07-12 13:38:10.863326730","40:f3:08:3a:f3:c1","-47","568","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c,00-90-4c,00-50-f2"
"2859454","2017-07-12 13:38:10.905591904","40:f3:08:3a:f3:c1","-52","569","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c,00-90-4c,00-50-f2"
"2859499","2017-07-12 13:38:10.946001469","40:f3:08:3a:f3:c1","-51","570","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c,00-90-4c,00-50-f2"
"2859547","2017-07-12 13:38:10.987778831","40:f3:08:3a:f3:c1","-59","571","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c,00-90-4c,00-50-f2"
"2870018","2017-07-12 13:38:17.210993086","40:f3:08:3a:f3:c1","-51","602","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c,00-90-4c,00-50-f2"
"2870052","2017-07-12 13:38:17.252852728","40:f3:08:3a:f3:c1","-50","603","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c,00-90-4c,00-50-f2"
"2870089","2017-07-12 13:38:17.295324050","40:f3:08:3a:f3:c1","-51","604","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c,00-90-4c,00-50-f2"
"2875840","2017-07-12 13:38:20.636218926","40:f3:08:3a:f3:c1","-43","636","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c,00-90-4c,00-50-f2"
"2875859","2017-07-12 13:38:20.657389743","40:f3:08:3a:f3:c1","-43","637","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c,00-90-4c,00-50-f2"
"2887394","2017-07-12 13:38:28.724889285","40:f3:08:3a:f3:c1","-44","650","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"2887405","2017-07-12 13:38:28.744777911","40:f3:08:3a:f3:c1","-46","651","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"2887415","2017-07-12 13:38:28.766336200","40:f3:08:3a:f3:c1","-47","652","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"2887425","2017-07-12 13:38:28.786872427","40:f3:08:3a:f3:c1","-48","653","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"2887558","2017-07-12 13:38:28.890860350","40:f3:08:3a:f3:c1","-54","657","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"2895133","2017-07-12 13:38:33.941005831","40:f3:08:3a:f3:c1","-45","732","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"2895148","2017-07-12 13:38:33.961803385","40:f3:08:3a:f3:c1","-45","733","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"2898918","2017-07-12 13:38:36.477347973","40:f3:08:3a:f3:c1","-56","750","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"2898951","2017-07-12 13:38:36.497609047","40:f3:08:3a:f3:c1","-56","751","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"2898970","2017-07-12 13:38:36.519725926","40:f3:08:3a:f3:c1","-58","752","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"2899004","2017-07-12 13:38:36.540158566","40:f3:08:3a:f3:c1","-59","753","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"2936583","2017-07-12 13:38:55.108556369","c0:ee:fb:5e:49:36","-40","3657","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"2936584","2017-07-12 13:38:55.114334441","c0:ee:fb:5e:49:36","-40","3658","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"2936589","2017-07-12 13:38:55.123318648","c0:ee:fb:5e:49:36","-43","3659","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"2936596","2017-07-12 13:38:55.134240088","c0:ee:fb:5e:49:36","-42","3660","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"2936602","2017-07-12 13:38:55.160269511","c0:ee:fb:5e:49:36","-40","3661","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"2936603","2017-07-12 13:38:55.162849190","c0:ee:fb:5e:49:36","-42","3662","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"2936615","2017-07-12 13:38:55.180365559","c0:ee:fb:5e:49:36","-48","3663","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"2936618","2017-07-12 13:38:55.182946347","c0:ee:fb:5e:49:36","-50","3664","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"3126218","2017-07-12 13:40:36.299690703","40:f3:08:3a:f3:c1","-55","1299","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"3126225","2017-07-12 13:40:36.320922775","40:f3:08:3a:f3:c1","-53","1300","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"3231328","2017-07-12 13:41:59.407177763","14:30:c6:5a:6a:93","-52","3813","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"3231337","2017-07-12 13:41:59.419121322","14:30:c6:5a:6a:93","-49","3814","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"3231343","2017-07-12 13:41:59.428259604","14:30:c6:5a:6a:93","-49","3815","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"3231348","2017-07-12 13:41:59.436815882","14:30:c6:5a:6a:93","-49","3816","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"3231369","2017-07-12 13:41:59.453632531","14:30:c6:5a:6a:93","-56","3817","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"3231370","2017-07-12 13:41:59.454576238","14:30:c6:5a:6a:93","-56","3818","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"3231373","2017-07-12 13:41:59.458396968","14:30:c6:5a:6a:93","-57","3819","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"3231378","2017-07-12 13:41:59.476459763","14:30:c6:5a:6a:93","-58","3821","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"3273665","2017-07-12 13:42:29.969218562","e8:50:8b:b5:65:b1","-58","3840","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"3278663","2017-07-12 13:42:33.396632872","e8:50:8b:b5:65:b1","-42","3846","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"3278710","2017-07-12 13:42:33.417292540","e8:50:8b:b5:65:b1","-44","3847","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"3330605","2017-07-12 13:43:11.736939175","00:22:d0:ca:a6:31","-55","1742","THIS IS MY WIFI","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates","","1","","","","","","","",""
"3330607","2017-07-12 13:43:11.737892812","00:22:d0:ca:a6:31","-59","1743","MW40Wind_6AAA","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates","","1","","","","","","","",""
"3330612","2017-07-12 13:43:11.739268166","00:22:d0:ca:a6:31","-58","1744","","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates","","1","","","","","","","",""
"3330726","2017-07-12 13:43:11.807206169","00:22:d0:ca:a6:31","-57","1745","THIS IS MY WIFI","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates","","1","","","","","","","",""
"3350227","2017-07-12 13:43:21.931190632","a0:f8:95:63:d9:ae","-59","1804","","1,2,5.5,11,6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates,Vendor Specific,Vendor Specific","","1","53c826ce5823589f80e892e212ac1b5d","000a0050f2040005","SUNSET2","SUNSET2","s4050ap","00372a000120","14122","00-50-f2,50-6f-9a"
"3350232","2017-07-12 13:43:21.940133235","a0:f8:95:63:d9:ae","-58","1805","","1,2,5.5,11,6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates,Vendor Specific,Vendor Specific","","1","53c826ce5823589f80e892e212ac1b5d","000a0050f2040005","SUNSET2","SUNSET2","s4050ap","00372a000120","14122","00-50-f2,50-6f-9a"
