"No.","Time","Source","Signal strength (dBm)","Sequence number","SSID","Supported Rates","Extended Supported Rates","HT Capabilities Info","A-MPDU Parameters","HT Extended Capabilities","Tag Number","Transmit Beam Forming (TxBF) Capabilities (VS)","Channel","UUID Enrollee","Primary Device Type","Model Name","Model Number","Device Name","Vendor Extension","Vendor ID","OUI"
"21479","2017-07-12 12:24:35.051215961","40:0e:85:35:d1:db","-64","3124","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"21487","2017-07-12 12:24:35.089872501","40:0e:85:35:d1:db","-63","3125","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"21488","2017-07-12 12:24:35.091753277","40:0e:85:35:d1:db","-64","3126","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"21496","2017-07-12 12:24:35.132012824","40:0e:85:35:d1:db","-71","3127","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"21497","2017-07-12 12:24:35.134187475","40:0e:85:35:d1:db","-72","3128","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"21511","2017-07-12 12:24:35.175929572","40:0e:85:35:d1:db","-68","3130","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"21515","2017-07-12 12:24:35.215302863","40:0e:85:35:d1:db","-73","3131","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"21516","2017-07-12 12:24:35.217165512","40:0e:85:35:d1:db","-72","3132","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"21521","2017-07-12 12:24:35.257518366","40:0e:85:35:d1:db","-81","3134","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"21954","2017-07-12 12:24:39.654780764","40:0e:85:35:d1:db","-81","3202","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"21955","2017-07-12 12:24:39.656264324","40:0e:85:35:d1:db","-80","3203","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"21964","2017-07-12 12:24:39.676294785","40:0e:85:35:d1:db","-79","3204","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"21965","2017-07-12 12:24:39.677717506","40:0e:85:35:d1:db","-80","3205","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"21974","2017-07-12 12:24:39.697563395","40:0e:85:35:d1:db","-79","3206","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"21975","2017-07-12 12:24:39.699330310","40:0e:85:35:d1:db","-79","3207","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"21987","2017-07-12 12:24:39.793319077","40:0e:85:35:d1:db","-80","3211","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"21991","2017-07-12 12:24:39.813930285","40:0e:85:35:d1:db","-81","3213","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"21992","2017-07-12 12:24:39.815421847","40:0e:85:35:d1:db","-79","3214","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"22206","2017-07-12 12:24:42.135255210","40:b8:37:ab:e1:2f","-90","1211","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-90-4c,00-50-f2,00-10-18"
"22216","2017-07-12 12:24:42.173731808","40:b8:37:ab:e1:2f","-93","1212","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-90-4c,00-50-f2,00-10-18"
"22756","2017-07-12 12:24:47.017529190","40:0e:85:35:d1:db","-79","3319","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"22768","2017-07-12 12:24:47.058667532","40:0e:85:35:d1:db","-77","3321","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"22769","2017-07-12 12:24:47.060291451","40:0e:85:35:d1:db","-79","3322","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"22777","2017-07-12 12:24:47.100856955","40:0e:85:35:d1:db","-81","3323","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"22778","2017-07-12 12:24:47.102401657","40:0e:85:35:d1:db","-81","3324","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"22784","2017-07-12 12:24:47.142278851","40:0e:85:35:d1:db","-83","3326","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"22905","2017-07-12 12:24:48.531246141","d0:c5:f3:23:25:c7","-97","2391","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","00-17-f2,00-50-f2,00-10-18"
"23902","2017-07-12 12:24:58.548689141","40:0e:85:35:d1:db","-76","3387","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"23903","2017-07-12 12:24:58.550362604","40:0e:85:35:d1:db","-76","3388","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"23914","2017-07-12 12:24:58.589659743","40:0e:85:35:d1:db","-76","3389","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"23915","2017-07-12 12:24:58.591830628","40:0e:85:35:d1:db","-76","3390","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"23921","2017-07-12 12:24:58.632380466","40:0e:85:35:d1:db","-77","3391","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"23922","2017-07-12 12:24:58.634077494","40:0e:85:35:d1:db","-76","3392","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"23925","2017-07-12 12:24:58.672884468","40:0e:85:35:d1:db","-77","3393","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"23926","2017-07-12 12:24:58.674407380","40:0e:85:35:d1:db","-77","3394","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"23942","2017-07-12 12:24:58.759096215","40:0e:85:35:d1:db","-85","3398","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"24256","2017-07-12 12:25:02.152655847","40:b8:37:ab:e1:2f","-97","1253","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-90-4c,00-50-f2,00-10-18"
"24263","2017-07-12 12:25:02.193102950","40:b8:37:ab:e1:2f","-91","1254","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-90-4c,00-50-f2,00-10-18"
"24350","2017-07-12 12:25:02.861889513","d0:c5:f3:23:25:c7","-85","2438","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","00-17-f2,00-50-f2,00-10-18"
"24641","2017-07-12 12:25:05.645170863","d0:c5:f3:23:25:c7","-95","2444","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","00-17-f2,00-50-f2,00-10-18"
"25132","2017-07-12 12:25:10.119229209","40:0e:85:35:d1:db","-73","3457","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"25133","2017-07-12 12:25:10.121213153","40:0e:85:35:d1:db","-74","3458","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"25143","2017-07-12 12:25:10.159798003","40:0e:85:35:d1:db","-74","3459","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"25144","2017-07-12 12:25:10.161626011","40:0e:85:35:d1:db","-73","3460","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"25156","2017-07-12 12:25:10.201639323","40:0e:85:35:d1:db","-74","3461","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"25157","2017-07-12 12:25:10.208016895","40:0e:85:35:d1:db","-74","3462","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"25161","2017-07-12 12:25:10.242190428","40:0e:85:35:d1:db","-75","3463","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"25162","2017-07-12 12:25:10.244801940","40:0e:85:35:d1:db","-73","3464","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"25168","2017-07-12 12:25:10.284448437","40:0e:85:35:d1:db","-82","3465","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"25180","2017-07-12 12:25:10.325875418","40:0e:85:35:d1:db","-82","3467","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"25450","2017-07-12 12:25:12.335441500","c0:ee:fb:5e:49:36","-39","1900","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"25453","2017-07-12 12:25:12.342791237","c0:ee:fb:5e:49:36","-39","1901","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"25456","2017-07-12 12:25:12.353002472","c0:ee:fb:5e:49:36","-39","1902","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"25463","2017-07-12 12:25:12.363186116","c0:ee:fb:5e:49:36","-41","1903","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"25468","2017-07-12 12:25:12.380756365","c0:ee:fb:5e:49:36","-39","1904","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"25469","2017-07-12 12:25:12.382705685","c0:ee:fb:5e:49:36","-37","1905","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"25476","2017-07-12 12:25:12.400426017","c0:ee:fb:5e:49:36","-48","1906","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"25477","2017-07-12 12:25:12.403108683","c0:ee:fb:5e:49:36","-46","1907","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"25830","2017-07-12 12:25:15.509589741","d0:c5:f3:23:25:c7","-93","2546","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","00-17-f2,00-50-f2,00-10-18"
"26106","2017-07-12 12:25:18.068534359","74:2f:68:41:17:41","-93","215","eduroam","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates","","1","","","","","","","",""
"26110","2017-07-12 12:25:18.087806289","74:2f:68:41:17:41","-91","216","eduroam","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates","","1","","","","","","","",""
"26207","2017-07-12 12:25:19.033793197","da:a1:19:84:77:6f","-93","3626","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x016e","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific,Extended Capabilities","","1","","","","","","","","00-50-f2"
"26210","2017-07-12 12:25:19.042096204","da:a1:19:84:77:6f","-93","3627","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x016e","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific,Extended Capabilities","","1","","","","","","","","00-50-f2"
