"No.","Time","Source","Destination","Signal strength (dBm)","Frequency","Sequence number","SSID","Supported Rates","Extended Supported Rates","HT Capabilities Info","A-MPDU Parameters","HT Extended Capabilities","Tag Number","Rx Modulation and Coding Scheme (One bit per modulation)","Antenna Selection (ASEL) Capabilities (VS)","Transmit Beam Forming (TxBF) Capabilities (VS)","Frequency","Channel","UUID Enrollee","Primary Device Type","Model Name","Model Number","Device Name","Vendor Extension","Vendor ID","OUI"
"1604","2017-07-02 16:24:26.946678024","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-85","2467","3893","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2467","12","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"1640","2017-07-02 16:24:31.386775623","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-55","2417","2984","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2417","2","","","","","","","","00-10-18,00-90-4c"
"1641","2017-07-02 16:24:31.398237028","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-52","2417","2985","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2417","2","","","","","","","","00-10-18,00-90-4c"
"1642","2017-07-02 16:24:31.408609805","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-50","2417","2986","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2417","2","","","","","","","","00-10-18,00-90-4c"
"1643","2017-07-02 16:24:31.419778222","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-48","2417","2987","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2417","2","","","","","","","","00-10-18,00-90-4c"
"1644","2017-07-02 16:24:31.430231433","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-46","2417","2988","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2417","2","","","","","","","","00-10-18,00-90-4c"
"1645","2017-07-02 16:24:31.451915220","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-52","2417","2990","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2417","2","","","","","","","","00-10-18,00-90-4c"
"1688","2017-07-02 16:24:36.966193498","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-36","2432","3061","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2432","5","","","","","","","","00-10-18,00-90-4c"
"1689","2017-07-02 16:24:36.976545160","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-36","2432","3062","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2432","5","","","","","","","","00-10-18,00-90-4c"
"1690","2017-07-02 16:24:36.987991574","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-34","2432","3063","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2432","5","","","","","","","","00-10-18,00-90-4c"
"1691","2017-07-02 16:24:36.998345246","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-34","2432","3064","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2432","5","","","","","","","","00-10-18,00-90-4c"
"1692","2017-07-02 16:24:37.067295891","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-86","2462","3068","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2462","11","","","","","","","","00-10-18,00-90-4c"
"1698","2017-07-02 16:24:37.146794166","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-39","2462","3075","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2462","11","","","","","","","","00-10-18,00-90-4c"
"1702","2017-07-02 16:24:37.157712203","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-38","2462","3076","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2462","11","","","","","","","","00-10-18,00-90-4c"
"1715","2017-07-02 16:24:37.214925409","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-38","2462","3079","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2462","11","","","","","","","","00-10-18,00-90-4c"
"1718","2017-07-02 16:24:37.225964834","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-38","2462","3080","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2462","11","","","","","","","","00-10-18,00-90-4c"
"1721","2017-07-02 16:24:37.238086692","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-41","2462","3081","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2462","11","","","","","","","","00-10-18,00-90-4c"
"1722","2017-07-02 16:24:37.248426841","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-44","2462","3082","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2462","11","","","","","","","","00-10-18,00-90-4c"
"1726","2017-07-02 16:24:37.271223130","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-50","2462","3084","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2462","11","","","","","","","","00-10-18,00-90-4c"
"1798","2017-07-02 16:24:45.302177685","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-93","2412","3944","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2412","1","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"1799","2017-07-02 16:24:45.304439551","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-93","2412","3945","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2412","1","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"1812","2017-07-02 16:24:46.855533314","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-91","2422","3956","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"1813","2017-07-02 16:24:46.857680184","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-90","2422","3957","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"1814","2017-07-02 16:24:47.115474752","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-40","2452","3143","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2452","9","","","","","","","","00-10-18,00-90-4c"
"1825","2017-07-02 16:24:48.064138560","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-89","2462","3979","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2462","11","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"1828","2017-07-02 16:24:48.071567730","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-87","2462","3980","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2462","11","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"1833","2017-07-02 16:24:48.311023317","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-87","2437","3987","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2437","6","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"1834","2017-07-02 16:24:48.372940834","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-87","2437","3989","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2437","6","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"1835","2017-07-02 16:24:48.375202107","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-90","2437","3990","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2437","6","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"1838","2017-07-02 16:24:48.681630727","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-94","2412","3999","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2412","1","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"1839","2017-07-02 16:24:48.683878367","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-95","2412","4000","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2412","1","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"1860","2017-07-02 16:24:51.516998141","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-37","2462","3206","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2462","11","","","","","","","","00-10-18,00-90-4c"
"1863","2017-07-02 16:24:51.538171217","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-35","2462","3207","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2462","11","","","","","","","","00-10-18,00-90-4c"
"1866","2017-07-02 16:24:51.559211057","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-36","2462","3208","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2462","11","","","","","","","","00-10-18,00-90-4c"
"1899","2017-07-02 16:24:55.038785192","14:f4:2a:c7:e2:de","ff:ff:ff:ff:ff:ff","-84","2432","9","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x1020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),DS Parameter set,Vendor Specific,Vendor Specific","","0x00","0x00000000","2432","5","","","","","","","","00-10-18,00-90-4c"
"1900","2017-07-02 16:24:55.080683227","14:f4:2a:c7:e2:de","ff:ff:ff:ff:ff:ff","-83","2432","10","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x1020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),DS Parameter set,Vendor Specific,Vendor Specific","","0x00","0x00000000","2432","5","","","","","","","","00-10-18,00-90-4c"
"1905","2017-07-02 16:24:55.675087675","14:f4:2a:c7:e2:de","ff:ff:ff:ff:ff:ff","-87","2467","24","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x1020","0x1a","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),DS Parameter set,Vendor Specific,Vendor Specific","","0x00","0x00000000","2467","12","","","","","","","","00-10-18,00-90-4c"
"1923","2017-07-02 16:24:56.178430253","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-89","2442","4024","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2442","7","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"1924","2017-07-02 16:24:56.485294019","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-92","2472","4033","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2472","13","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"1925","2017-07-02 16:24:56.487435132","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-92","2472","4034","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2472","13","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"1928","2017-07-02 16:24:56.913566787","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-48","2417","3212","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2417","2","","","","","","","","00-10-18,00-90-4c"
"1933","2017-07-02 16:24:56.924589282","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-49","2417","3213","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2417","2","","","","","","","","00-10-18,00-90-4c"
"1938","2017-07-02 16:24:57.012499420","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-67","2447","3221","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2447","8","","","","","","","","00-10-18,00-90-4c"
"1939","2017-07-02 16:24:57.071017414","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-54","2447","3224","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2447","8","","","","","","","","00-10-18,00-90-4c"
"1940","2017-07-02 16:24:57.092775937","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-48","2447","3226","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2447","8","","","","","","","","00-10-18,00-90-4c"
"1941","2017-07-02 16:24:57.103219642","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-46","2447","3227","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2447","8","","","","","","","","00-10-18,00-90-4c"
"1942","2017-07-02 16:24:57.114672267","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-43","2447","3228","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2447","8","","","","","","","","00-10-18,00-90-4c"
"1943","2017-07-02 16:24:57.124924263","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-43","2447","3229","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2447","8","","","","","","","","00-10-18,00-90-4c"
"1944","2017-07-02 16:24:57.137124943","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-45","2447","3230","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2447","8","","","","","","","","00-10-18,00-90-4c"
"1945","2017-07-02 16:24:57.147391778","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-45","2447","3231","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2447","8","","","","","","","","00-10-18,00-90-4c"
"1975","2017-07-02 16:25:00.311609353","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-93","2417","4066","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2417","2","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"1976","2017-07-02 16:25:00.313887341","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-98","2417","4067","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2417","2","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"1979","2017-07-02 16:25:00.682380432","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-90","2447","4078","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2447","8","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"1988","2017-07-02 16:25:01.663846911","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-86","2427","1","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2427","4","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"1989","2017-07-02 16:25:01.665996912","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-88","2427","2","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2427","4","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"1991","2017-07-02 16:25:01.974730072","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-92","2457","12","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2457","10","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"1992","2017-07-02 16:25:02.034252487","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-86","2457","13","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2457","10","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"1994","2017-07-02 16:25:02.326063068","8c:79:67:c3:75:8b","ff:ff:ff:ff:ff:ff","-91","2432","769","","1,2,5.5,11,6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates","","","","2432","5","","","","","","","",""
