"No.","Time","Source","Destination","Signal strength (dBm)","Frequency","Sequence number","SSID","Supported Rates","Extended Supported Rates","HT Capabilities Info","A-MPDU Parameters","HT Extended Capabilities","Tag Number","Rx Modulation and Coding Scheme (One bit per modulation)","Antenna Selection (ASEL) Capabilities (VS)","Transmit Beam Forming (TxBF) Capabilities (VS)","Frequency","Channel","UUID Enrollee","Primary Device Type","Model Name","Model Number","Device Name","Vendor Extension","Vendor ID","OUI"
"3661","2017-07-02 16:27:34.660635725","ec:23:3d:fd:87:ce","30:39:f2:94:c2:53","-87","2467","492","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2467","12","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3694","2017-07-02 16:27:38.769722229","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-89","2412","514","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2412","1","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3695","2017-07-02 16:27:38.771973229","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-87","2412","515","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2412","1","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3730","2017-07-02 16:27:43.128367431","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-81","2417","524","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2417","2","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3731","2017-07-02 16:27:43.130615587","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-80","2417","525","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2417","2","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3901","2017-07-02 16:27:50.462467668","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-86","2447","564","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2447","8","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3902","2017-07-02 16:27:50.464629529","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-85","2447","565","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2447","8","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3903","2017-07-02 16:27:50.526506785","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-87","2447","567","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2447","8","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3937","2017-07-02 16:27:55.867137032","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-88","2462","577","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2462","11","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3940","2017-07-02 16:27:55.874436202","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-87","2462","578","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2462","11","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3945","2017-07-02 16:27:56.113419815","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-82","2437","585","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2437","6","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3946","2017-07-02 16:27:56.115675488","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-83","2437","586","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2437","6","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3947","2017-07-02 16:27:56.175378340","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-85","2437","587","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2437","6","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3948","2017-07-02 16:27:56.177618978","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-86","2437","588","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2437","6","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3956","2017-07-02 16:27:56.546926611","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-88","2467","599","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2467","12","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3957","2017-07-02 16:27:56.549083064","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-90","2467","600","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2467","12","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3971","2017-07-02 16:27:58.757138614","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-80","2427","609","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2427","4","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3972","2017-07-02 16:27:58.816580215","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-80","2427","610","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2427","4","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3973","2017-07-02 16:27:58.818934626","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-80","2427","611","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2427","4","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3974","2017-07-02 16:27:58.878477804","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-83","2427","612","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2427","4","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3976","2017-07-02 16:27:59.125412271","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-89","2457","620","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2457","10","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3977","2017-07-02 16:27:59.127562414","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-89","2457","621","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2457","10","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3994","2017-07-02 16:28:01.976233764","10:30:47:ce:74:61","ff:ff:ff:ff:ff:ff","-87","2422","421","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","","","2422","3","","","","","","","","00-50-f2"
"3995","2017-07-02 16:28:01.979283172","10:30:47:ce:74:61","ff:ff:ff:ff:ff:ff","-84","2422","422","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","","","2422","3","","","","","","","","00-50-f2"
"3996","2017-07-02 16:28:01.995986048","10:30:47:ce:74:61","ff:ff:ff:ff:ff:ff","-87","2422","423","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","","","2422","3","","","","","","","","00-50-f2"
"3997","2017-07-02 16:28:01.999222544","10:30:47:ce:74:61","ff:ff:ff:ff:ff:ff","-86","2422","424","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","","","2422","3","","","","","","","","00-50-f2"
"3998","2017-07-02 16:28:02.096191023","10:30:47:ce:74:61","ff:ff:ff:ff:ff:ff","-85","2452","433","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","","","2452","9","","","","","","","","00-50-f2"
"3999","2017-07-02 16:28:02.099155329","10:30:47:ce:74:61","ff:ff:ff:ff:ff:ff","-84","2452","434","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","","","2452","9","","","","","","","","00-50-f2"
"4000","2017-07-02 16:28:02.115725205","10:30:47:ce:74:61","ff:ff:ff:ff:ff:ff","-84","2452","435","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","","","2452","9","","","","","","","","00-50-f2"
"4001","2017-07-02 16:28:02.119129103","10:30:47:ce:74:61","ff:ff:ff:ff:ff:ff","-83","2452","436","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","","","2452","9","","","","","","","","00-50-f2"
"4053","2017-07-02 16:28:09.609500843","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-86","2427","636","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2427","4","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"4054","2017-07-02 16:28:09.671381337","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-90","2427","638","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2427","4","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"4055","2017-07-02 16:28:09.673609032","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-93","2427","639","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2427","4","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"4056","2017-07-02 16:28:09.733135278","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-88","2427","640","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2427","4","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"4058","2017-07-02 16:28:10.289891931","ec:23:3d:fd:87:ce","30:39:f2:94:c2:53","-91","2462","658","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2462","11","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"4090","2017-07-02 16:28:13.896401693","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-83","2462","688","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2462","11","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"4109","2017-07-02 16:28:14.568926976","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-90","2467","709","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2467","12","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"4110","2017-07-02 16:28:14.571189237","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-92","2467","710","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2467","12","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"4127","2017-07-02 16:28:15.634315513","78:40:e4:61:18:75","ff:ff:ff:ff:ff:ff","-89","2417","2425","Telecom-43303501","1,2,5.5,11,6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates","","","","2417","2","","","","","","","",""
"4128","2017-07-02 16:28:15.866163327","78:40:e4:61:18:75","ff:ff:ff:ff:ff:ff","-90","2447","2436","Telecom-43303501","1,2,5.5,11,6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates","","","","2447","8","","","","","","","",""
"4141","2017-07-02 16:28:18.051683641","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-86","2467","737","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2467","12","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"4142","2017-07-02 16:28:18.053957916","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-88","2467","738","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2467","12","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"4210","2017-07-02 16:28:21.876864193","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-87","2467","743","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2467","12","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"4218","2017-07-02 16:28:22.187764608","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-87","2442","754","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2442","7","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"4220","2017-07-02 16:28:22.247309278","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-87","2442","755","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2442","7","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"4221","2017-07-02 16:28:22.249585117","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-86","2442","756","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2442","7","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"4223","2017-07-02 16:28:22.617629766","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-84","2472","767","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2472","13","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"4224","2017-07-02 16:28:22.619877571","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-84","2472","768","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2472","13","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"4225","2017-07-02 16:28:22.674236336","78:40:e4:61:18:75","ff:ff:ff:ff:ff:ff","-93","2417","2452","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","","","2417","2","","","","","","","","00-50-f2"
"4253","2017-07-02 16:28:26.956088682","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-83","2422","773","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"4254","2017-07-02 16:28:26.958418348","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-83","2422","774","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"4255","2017-07-02 16:28:27.017704226","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-83","2422","775","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"4256","2017-07-02 16:28:27.019857780","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-84","2422","776","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"4257","2017-07-02 16:28:27.079513178","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-83","2422","777","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"4258","2017-07-02 16:28:27.081783053","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-84","2422","778","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
